what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564382273824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564382280755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1564382280786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564382284318
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1564382287098
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1564382287270
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1564382287317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564382305526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1564382305558
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1564382333711
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1564382335568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1564382374314
